clave,descripcion
T96,"SECUELA DE ENVENENAMIENTO POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS"
T97,SECUELA DE EFECTOS TOXICOS DE SUSTANCIAS PRINCIPALMENTE NO MEDICINAL
T98,SECUELA DE OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS
V01,PEATON LESIONADO POR COLISION CON VEHICULO CON PEDAL
V02,PEATON LESIONADO POR COLISION CON VEHICULO MOTORIZADO DE DOS O TRES RUEDAS
V03,"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V04,PEATON LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V05,PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V06,PEATON LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V09,PEATON LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V10,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL
V11,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA
V12,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS
V13,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V14,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V15,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V16,CICLISTA LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V17,CICLISTA LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V18,CICLISTA LESIONADO EN ACCIDENTES DE TRANSPORTE SIN COLISION
V19,CICLISTA LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V20,MOTOCICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL
V21,MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE PEDAL
V22,MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS
V23,"MOTOCICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V24,MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V25,MOTOCICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V26,MOTOCICLISTA LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR
V27,MOTOCICLISTA LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V28,MOTOCICLISTA LESIONADO EN ACCIDENTES DE TRANSPORTE SIN COLISION
V29,MOTOCICLISTA LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V30,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL
V31,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL
V32,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON VEHICULO DE MOTOR  DE 2 O 3 RUEDAS
V33,"OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V34,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V35,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V36,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V37,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V38,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE SIN COLISION
V39,OCUPANTE DE VEHICULO DE MOTOR DE 3 RUEDAS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V40,OCUPANTE DE AUTO LESIONADO POR COLISION CON PEATON O ANIMAL
V41,OCUPANTE DE AUTO LESIONADO POR COLISION CON VEHICULO DE PEDAL
V42,OCUPANTE DE AUTO LESIONADO POR COLISION CON VEHICULO DE MOTOR DE 2 O 3 RUEDAS
V43,"OCUPANTE DE AUTO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V44,OCUPANTE DE AUTO LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V45,OCUPANTE DE AUTO LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V46,OCUPANTE DE AUTO LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V47,OCUPANTE DE AUTO LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V48,OCUPANTE DE AUTO LESIONADO EN ACCIDENTES DE TRANSPORTE SIN COLISION
V49,OCUPANTE DE AUTO LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V50,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O ANIMAL
V51,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO DE PEDAL
V52,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE 2 O  3 RUEDAS
V53,"OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V54,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V55,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V56,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V57,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V58,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTES DE TRASPORTE SIN COLISION
V59,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V60,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON PEATON O ANIMAL
V61,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON VEHICULO DE PEDAL
V62,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON VEHICULO DE MOTOR DE 2 O 3 RUEDAS
V63,"OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V64,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V65,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V66,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO SIN  MOTOR
V67,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V68,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO EN ACCIDENTES DE TRASNPORTE SIN COLISION
V69,OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V70,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON PEATON O ANIMAL
V71,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON VECHICULO DE PEDAL
V72,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON VEHICULO DE MOTOR DE 2 O 3 RUEDAS
V73,"OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA"
V74,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS
V75,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES
V76,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON OTRO VEHICULO SIN MOTOR
V77,OCUPANTE DE AUTOBUS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO
V78,OCUPANTE DE AUTOBUS LESIONADO EN ACCIDENTES DE TRANSPORTE SIN COLISION
V79,OCUPANTE DE AUTOBUS LESIONADO POR OTROS ACCIDENTES DE TRANSPORTE Y LOS NO ESPECIFICADOS
V80,"JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL, LESIONADO EN ACCIDENTE DE TRANSPORTE"
V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE
V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE
V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PRINCIPALMENTE USADO EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE
V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PRINCIPALMENTE USADO EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE
V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE
V86,"OCUPANTE DE VEHICULO ESPECIAL TODO TERRENO O DE OTRO VEHICULO DE MOTOR PARA USO FUERA DE CAMINO, LESIONADO EN ACCIDENTE DE TRANSPORTE"
V87,ACCIDENTE DE TRANSITO DE TIPO ESPECIFICADO PERO DONDE SE DESCONOCE EL MODO DE TRANSPORTE ACCIDENTE DE TRANSPORTE DE LA VICTIMA
V88,ACCIDENTE NO DE TRANSITO DE TIPO ESPECIFICADO PERO DONDE SE DESCONOCE EL MODO DE TRANSPORTE ACCIDENTE DE TRANSPORTE DE LA VICTIMA
V89,"ACCIDENTE DE VEHICULO DE MOTOR O SIN MOTOR, TIPO DE VEHICULO NO ESPECIFICADO"
V90,ACCIDENTE DE EMBARCACION CAUSANDO AHOGAMIENTO Y SUMERSION
V91,ACCIDENTE DE EMBARCACION CAUSANDO OTROS TIPOS DE TRAUMATISMO
V92,AHOGAMIENTO Y SUMERSION RELACIONADOS CON TRANSPORTE POR AGUA SIN ACCIDENTE A LA EMBARCACION
V93,"ACCIDENTE EN UNA EMBARCACION SIN ACCIDENTE DE LA EMBARCACION, SIN AHOGAMIENTO O SUMERSION"
V94,OTROS ACCIDENTES DE TRANSPORTES POR AGUA Y LOS NO ESPECIFICADOS
V95,ACCIDENTE DE AERONAVE DE MOTOR CON LESIONES A OCUPANTES
V96,ACCIDENTE DE AERONAVE SIN MOTOR CAUSANDO LESIONES A OCUPANTES
V97,OTROS ACCIDENTES DE TRANSPORTE AEREO ESPECIFICADOS
V98,OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS
V99,ACCIDENTES DE TRANSPORTE NO ESPECIFICADOS
W00,CAIDA EN EL MISMO NIVEL POR HIELO O NIEVE
W01,"CAIDA EN EL MISMO NIVEL POR POR DESLIZAMIENTO, TROPEZON Y TRASPIE"
W02,"CAIDA EN PATINES DE HIELO, ESQUIS, PATINES DE RUEDA O PATINETA"
W03,OTRAS CAIDAS EN EL MISMO NIVEL POR COLISION CON O POR EMPUJON DE OTRA PERSONA
W04,CAIDA EN TRASLADO O SOSTENIDO POR OTRAS PERSONAS
W05,CAIDA QUE IMPLICA SILLA DE RUEDAS
W06,CAIDA QUE IMPLICA CAMA
W07,CAIDA QUE IMPLICA SILLA
W08,CAIDA QUE IMPLICA OTRO MUEBLE
W09,CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES
W10,CAIDA EN O DESDE ESCALERAS Y ESCALONES
W11,CAIDA EN O DESDE ESCALERA MANUALES
W12,CAIDA EN O DESDE ANDAMIO
W13,"CAIDA DESDE, FUERA DE O A TRAVES DE UN EDIFICIO U OTRA CONSTRUCCION"
W14,CAIDA DESDE UN ARBOL
W15,CAIDA DESDE PEÑASCO
W16,SALTO O ZAMBULLIDA EN EL AGUA CAUSANDO TRAUMATISMO SIN SUMERSION O AHOGAMIENTO
W17,OTRAS CAIDAS DE UN NIVEL A OTRO
W18,OTRAS CAIDAS EN EL MISMO NIVEL
W19,CAIDA NO ESPECIFICADA
W20,"GOLPE POR OBJETO LANZADO, PROYECTADO O CAIDO"
W21,GOLPE CONTRA O GOLPEADO POR EQUIPO DE DEPORTES
W22,GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W23,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W24,CONTACTO TRAUMATICO CON ELEVADORES Y TRANSMISORES NO CLASIFICADOS EN OTRA PARTE
W25,CONTACTO CON VIDRIO CORTANTE
W26,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUÑAL"
W27,CONTACTO TRAUMATICO CON HERRAMIENTAS DE MANO SIN MOTOR
W28,CONTACTO TRAUMATICO CON CORTADORA MOTORIZADA DE CESPED
W29,CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS DE MANO Y MAQUINARIA CASERA CON MOTOR
W30,CONTACTO TRAUMATICO CON MAQUINARIA DE AGRICULTURA
W31,CONTACTO TRAUMATICO CON OTRA MAQUINARIA Y LAS NO ESPECIFICADAS
W32,DISPARO DE ARMA CORTA
W33,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W34,DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS
W35,EXPLOSION Y RUPTURA DE CALDERA
W36,EXPLOSION Y RUPTURA DE TANQUE DE GAS
W37,"EXPLOSION Y RUPTURA DE LLANTA, PIPA O MANGUERA PRESURIZADA"
W38,EXPLOSION Y RUPTURA DE OTROS OBJETOS PRESURIZADOS ESPECIFICADOS
W39,EXPLOSION DE FUEGOS ARTIFICIALES
W40,EXPLOSION DE OTROS MATERIALES
W41,EXPOSICION A CHORRO DE ALTA PRESION
W42,EXPOSICION AL RUIDO
W43,EXPOSICION A LA VIBRACION
W44,CUERPO EXTRAÑO ENTRANDO EN O A TRAVES DEL OJO U ORIFICIO NATURAL
W45,CUERPO EXTRAÑO ENTRANDO A TRAVES DE LA PIEL
W49,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS Y LAS NO ESPECIFICADAS
W50,"APORREO, GOLPE, PATEADO, TORCIDO, MORDIDO O RASPADO POR OTRA PERSONA"
W51,CHOQUE O EMPELLON CONTRA OTRA PERSONA
W52,"APLASTADO, EMPUJADO O PISOTEADO POR UNA MULTITUD O ESTAMPIDA HUMANA"
W53,MORDEDURA DE RATA
W54,MORDEDURA O ATAQUE DE PERRO
W55,MORDEDURA O ATAQUE DE OTROS MAMIFEROS
W56,CONTACTO TRAUMATICO CON ANIMALES MARINOS
W57,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS
W58,MORDEDURA O ATAQUE DE COCODRILO O LAGARTO
W59,MORDEDURA O APLASTAMIENTO POR OTROS REPTILES
W60,CONTACTO TRAUMATICO CON PLANTAS DE PUAS Y ESPINAS CON HOJAS CORTANTES
W64,EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y LAS NO ESPECIFICADAS
W65,AHOGAMIENTO Y SUMERSION EN LA BAÑERA
W66,AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA
W67,AHOGAMIENTO Y SUMERSION EN ALBERCA
W68,AHOGAMIENTO Y SUMERSION CONSECUTIVOS POR CAIDA EN ALBERCA
W69,AHOGAMIENTO Y SUMERSION EN AGUAS NATURALES
W70,AHOGAMIENTO Y SUMERSION POSTERIOR A CAIDA EN AGUAS NATURALES
W73,OTROS AHOGAMIENTOS Y SUMERSIONES ESPECIFICADOS
W74,AHOGAMIENTO Y SUMERSION Y LOS NO ESPECIFICADOS
W75,SOFOCACION Y ESTRANGULACION ACCIDENTAL EN LA CAMA
W76,OTROS ACCIDENTES POR ESTRANGULACION Y AHORCAMIENTO
W77,"OBSTRUCCION DE LA RESPIRACION POR HUNDIMIENTO, CAIDA DE TIERRA Y OTRAS SUSTANCIAS"
W78,ASPIRACION DE CONTENIDOS GASTRICOS
W79,ASPIRACION E INGESTION DE COMIDA CAUSANDO OBSTRUCCION DE VIAS RESPIRATORIAS
W80,ASPIRACION E INGESTION DE OTROS OBJETOS CAUSANDO OBSTRUCCION DE VIAS RESPIRATORIAS
W81,CONFINADO O ATRAPADO EN UN MEDIO AMBIENTE DE BAJO OXIGENO
W83,OTRAS OBSTRUCCIONES DE LA RESPIRACION ESPECIFICADAS
W84,OBSTRUCCION DE LA RESPIRACION NO ESPECIFICADA
W85,EXPOSICION A LINEAS DE TRANSMISION ELECTRICA
W86,EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICAS
W87,EXPOSICION A CORRIENTES ELECTRICAS NO ESPECIFICADA
W88,EXPOSICION A RADIACION IONIZANTE
W89,EXPOSICION FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA DE ORIGEN ARTIFICIAL
W90,EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE
W91,EXPOSICION RADIACION DE TIPO NO ESPECIFICADO
W92,EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL
W93,EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W94,EXPOSICIONES A ALTAS Y BAJAS PRESIONES DE AIRE Y CAMBIOS EN PRESION DEL AIRE
W99,EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS DE ORIGEN ARTIFICIAL
X00,EXPOSICION A FUEGO NO CONTROLADO EN CONSTRUCCION O ESTRUCTURA
X01,EXPOSICION A FUEGO NO CONTROLADO EN OTRO LUGAR
X02,EXPOSICION A FUEGO CONTROLADO EN CONTRUCCION O ESTRUCTURA
X03,EXPOSICION A FUEGO CONTROLADO EN OTRO LUGAR
X04,EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X05,EXPOSICION A IGNICION O FUSION DE ROPA DE DORMIR
X06,EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X08,"EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS"
X09,"EXPOSICION A HUMO, FUEGO O LLAMA NO ESPECIFICADOS"
X10,"CONTACTO CON BEBIDAS, COMIDA, GRASAS Y ACEITES PARA COCINAS CALIENTES"
X11,CONTACTO CON AGUA CALIENTE CORRIENTE
X12,CONTACTO CON OTROS LIQUIDOS CALIENTES
X13,CONTACTO CON VAPOR DE AGUA Y OTROS VAPORES CALIENTES
X14,CONTACTO CON AIRE Y GASES CALIENTES
X15,CONTACTO CON UTENSILIOS CASEROS CALIENTES
X16,"CONTACTO CON RADIADORES, CAÑERIAS Y ARTEFACTOS PARA CALEFACCION CALIENTES"
X17,"CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES"
X18,CONTACTO CON OTROS METALES CALIENTES
X19,CONTACTO CON OTRAS SUSTANCIAS CALIENTES Y LOS NO ESPECIFICADOS
X20,CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS
X21,CONTACTO TRAUMATICO CON ARAÑAS VENENOSAS
X22,CONTACTO TRAUMATICO CON ESCORPIONES
X23,"CONTACTO TRAUMATICO CON AVISPAS, ABEJAS Y AVISPONES"
X24,CONTACTO TRAUMATICO CON CIENPIES Y MILPIES VENENOSOS (TROPICALES)
X25,CONTACTO TRAUMATICO CON OTRAS ESPECIES DE ARTROPODOS VENENOSOS
X26,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS
X27,CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X28,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X29,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSAS NO ESPECIFICADAS
X30,EXPOSICION A CALOR NATURAL EXCESIVO
X31,EXPOSICION A FRIO NATURAL EXCESIVO
X32,EXPOSICION A RAYOS SOLARES
X33,VICTIMA DE RAYO
X34,VICTIMA DE TERREMOTO
X35,VICTIMA DE ERUPCION VOLCANICA
X36,"VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA"
X37,VICTIMA DE TORMENTA CATACLISMICA
X38,VICTIMA DE INUNDACION
X39,EXPOSICION A OTRAS FUERZAS NATURALES Y LAS NO ESPECIFICADAS
X40,"ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS"
X41,"ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A ANTIEPILEPTICOS, HIPNOTICOS, SEDANTES, ANTIPARKINSONIANAS Y PSICOTROPICOS NO CLASIFICADOS EN OTRA PARTE"
X42,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO  CLASIFICADOS EN OTRA PARTE
X43,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A OTRAS DROGAS ACTUANDO EN EL SISTEMA NERVIOSO  AUTONOMO
X44,"ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS  BIOLOGICOS Y LAS NO ESPECIFICADAS"
X45,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL AL ALCOHOL
X46,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES
X47,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A OTROS GASES Y VAPORES
X48,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A PESTICIDAS
X49,ENVENENAMIENTO POR EXPOSICION ACCIDENTAL A OTRAS SUSTANCIAS QUIMICAS NOCIVAS Y LAS NO ESPECIFICADAS
X50,SOBREESFUERZO Y MOVIMIENTO EXTENUANTES Y REPETITIVOS
X51,VIAJES Y DESPLAZAMIENTO
X52,ESTANCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X53,PRIVACION DE COMIDA
X54,PRIVACION DE AGUA
X57,PRIVACION NO ESPECIFICADA
X58,EXPOSICION A OTROS FACTORES ESPECIFICOS
X59,EXPOSICION A FACTORES NO ESPECIFICADOS
X60,"ENVENENAMIENTO VOLUNTARIO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS"
X61,"ENVENENAMIENTO VOLUNTARIO POR ANTIEPILEPTICOS, HIPNOTICOS, SEDANTES, ANTIPARKISONIANOS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE"
X62,ENVENENAMIENTO VOLUNTARIO POR NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS  EN OTRA PARTE
X63,ENVENENAMIENTO VOLUNTARIO POR OTRAS DROGAS ACTUANDO EN EL SISTEMA NERVIOSO AUTONOMO
X64,"ENVENENAMIENTO VOLUNTARIO POR OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS"
X65,ENVENENAMIENTO VOLUNTARIO POR ALCOHOL
X66,ENVENENAMIENTO VOLUNTARIO POR DISOLVENTES ORGANICOS E HIDROCARBIROS HALOGENADOS Y SUS VAPORES
X67,ENVENENAMIENTO VOLUNTARIO POR OTROS GASES Y VAPORES
X68,ENVENENAMIENTO VOLUNTARIO POR PESTICIDAS
X69,ENVENENAMIENTO VOLUNTARIO POR OTRAS SUSTANCIAS QUIMICAS Y NOCIVAS NO ESPECIFICADAS
X70,"LESION AUTOINFLIGIDA POR AHORCAMIENTO, ESTRANGULACION Y SOFOCACION"
X71,LESION AUTOINFLIGIDA POR AHOGAMIENTO Y SUMERSION
X72,LESION AUTOINFLIGIDA POR DISPARO DE ARMA CORTA
X73,"LESION AUTOINFLIGIDA POR RIFLE, ESCOPETA Y ARMA LARGA"
X74,LESION AUTOINFLIGIDA POR DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS
X75,LESION AUTOINFLIGIDA POR MATERIALES EXPLOSIVOS
X76,"LESION AUTOINFLIGIDA POR HUMO, FUEGO Y LLAMAS"
X77,"LESION AUTOINFLIGIDA POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES"
X78,LESION AUTOINFLIGIDA POR OBJETO CORTANTE
X79,LESION AUTOINFLIGIDA POR OBJETO ROMO O SIN FILO
X80,LESION AUTOINFLIGIDA POR SALTAR DESDE UN LUGAR ALTO
X81,LESION AUTOINFLIGIDA POR ARROJARSE O COLOCARSE DELANTE UN OBJETO EN MOVIMIENTO
X82,LESION AUTOINFLIGIDA POR COLISION DE VEHICULO DE MOTOR
X83,LESION AUTOINFLIGIDA POR OTROS MEDIOS ESPECIFICADOS
X84,LESION AUTOINFLIGIDA POR MEDIOS NO ESPECIFICADOS
X85,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS"
X86,AGRESION CON SUSTANCIAS CORROSIVAS
X87,AGRESION CON PESTICIDAS
X88,AGRESION CON GASES Y VAPORES
X89,AGRESION CON OTROS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS
X90,AGRESION CON QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS
X91,"AGRESION POR AHORCAMIENTO, ESTRANGULACION Y SOFOCACION"
X92,AGRESION POR AHOGAMIENTO Y SUMERSION
X93,AGRESION CON DISPARO DE ARMA CORTA
X94,"AGRESION CON RIFLE, ESCOPETA Y ARMA LARGA"
X95,AGRESION CON OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS
X96,AGRESION CON MATERIAL EXPLOSIVO
X97,"AGRESION CON HUMO, FUEGO Y LLAMAS"
X98,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES"
X99,AGRESION CON OBJETO CORTANTE
Y00,AGRESION CON OBJETO ROMO O SIN FILO
Y01,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO
Y02,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO
Y03,AGRESION POR COLISION DE VEHICULO DE MOTOR
Y04,AGRESION CON FUERZA CORPORAL
Y05,AGRESION SEXUAL CON FUERZA CORPORAL
Y06,NEGLIGENCIA Y ABANDONO
Y07,OTROS SINDROMES DE MALTRATO
Y08,AGRESION POR OTROS MEDIOS ESPECIFICADOS
Y09,AGRESION POR MEDIOS NO ESPECIFICADOS
Y10,"ENVENENAMIENTO POR EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIREUMATICOS DE INTENCION DESCONOCIDA"
Y11,"ENVENENAMIENTO POR EXPOSICION A ANTIEPILEPTICOS, HIPNOTICOS, SEDANTES, ANTIPARKINSONIANOS Y DROGAS PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE, DE INTENCION DESCONOCIDA"
